# Thermal sigma v for some different final states
# The final states are:
# Case 1: PDG = 12
# Case 2: PDG = 15
# Case 3: PDG =  6
# Case 4: PDG = 24
#  i     Mass [GeV]      sigvmid_1     sigvperr_1     sigvmerr_1      sigvmid_2     sigvperr_2     sigvmerr_2      sigvmid_3     sigvperr_3     sigvmerr_3      sigvmid_4     sigvperr_4     sigvmerr_4, sigv in units of cm^3/s^1
  77   0.149924E+03   0.426382E-25   0.118566E-26  -0.913597E-27   0.426382E-25   0.118302E-26  -0.914090E-27   0.142383E-21   0.526710E-23  -0.399312E-23   0.426352E-25   0.119077E-26  -0.913837E-27
  78   0.152923E+03   0.426547E-25   0.118612E-26  -0.913950E-27   0.426547E-25   0.118348E-26  -0.914444E-27   0.455753E-22   0.161787E-23  -0.123279E-23   0.426517E-25   0.119123E-26  -0.914190E-27
  79   0.155981E+03   0.426712E-25   0.118658E-26  -0.914304E-27   0.426712E-25   0.118394E-26  -0.914797E-27   0.148183E-22   0.507629E-24  -0.388622E-24   0.426682E-25   0.119169E-26  -0.914543E-27
  80   0.159101E+03   0.426877E-25   0.118703E-26  -0.914657E-27   0.426877E-25   0.119205E-26  -0.915151E-27   0.488081E-23   0.160835E-24  -0.124013E-24   0.426847E-25   0.119405E-26  -0.907826E-27
  81   0.162283E+03   0.427060E-25   0.118755E-26  -0.915050E-27   0.427060E-25   0.119256E-26  -0.915544E-27   0.162166E-23   0.513036E-25  -0.395838E-25   0.427094E-25   0.118444E-26  -0.916184E-27
  82   0.165529E+03   0.427210E-25   0.118855E-26  -0.908240E-27   0.427219E-25   0.119490E-26  -0.908806E-27   0.539220E-24   0.164173E-25  -0.126318E-25   0.427259E-25   0.118539E-26  -0.916034E-27
  83   0.168839E+03   0.427380E-25   0.119646E-26  -0.908601E-27   0.427458E-25   0.118601E-26  -0.916398E-27   0.176069E-24   0.517170E-26  -0.394981E-26   0.427424E-25   0.119231E-26  -0.912294E-27
  84   0.172216E+03   0.427606E-25   0.118906E-26  -0.916219E-27   0.427606E-25   0.119409E-26  -0.916714E-27   0.522580E-25   0.146868E-26  -0.112032E-26   0.427657E-25   0.118613E-26  -0.917267E-27
  85   0.175660E+03   0.427775E-25   0.119756E-26  -0.909440E-27   0.427781E-25   0.119670E-26  -0.909781E-27   0.427778E-25   0.119669E-26  -0.909775E-27   0.427847E-25   0.118709E-26  -0.917232E-27
  86   0.179174E+03   0.427969E-25   0.119811E-26  -0.909853E-27   0.427975E-25   0.119724E-26  -0.910194E-27   0.428044E-25   0.118763E-26  -0.917654E-27   0.428021E-25   0.118757E-26  -0.917605E-27
  87   0.182757E+03   0.428216E-25   0.118833E-26  -0.917800E-27   0.428195E-25   0.119573E-26  -0.917977E-27   0.428244E-25   0.118819E-26  -0.918081E-27   0.428221E-25   0.118812E-26  -0.918032E-27
  88   0.186412E+03   0.428415E-25   0.118888E-26  -0.918227E-27   0.428394E-25   0.118860E-26  -0.918404E-27   0.428371E-25   0.119622E-26  -0.918354E-27   0.428420E-25   0.118868E-26  -0.918459E-27
  89   0.190140E+03   0.428614E-25   0.118943E-26  -0.918654E-27   0.428594E-25   0.118916E-26  -0.918831E-27   0.428570E-25   0.119868E-26  -0.911681E-27   0.428565E-25   0.119889E-26  -0.911450E-27
  90   0.193943E+03   0.428780E-25   0.119291E-26  -0.911579E-27   0.428789E-25   0.118970E-26  -0.919250E-27   0.428766E-25   0.119922E-26  -0.912096E-27   0.428833E-25   0.118982E-26  -0.919345E-27
  91   0.197822E+03   0.428955E-25   0.120087E-26  -0.911949E-27   0.429034E-25   0.119038E-26  -0.919775E-27   0.429011E-25   0.119031E-26  -0.919725E-27   0.428987E-25   0.119238E-26  -0.912568E-27
  92   0.201779E+03   0.429203E-25   0.119876E-26  -0.919916E-27   0.429181E-25   0.120062E-26  -0.912760E-27   0.429178E-25   0.120061E-26  -0.912754E-27   0.429248E-25   0.119097E-26  -0.920235E-27
  93   0.205814E+03   0.429371E-25   0.120203E-26  -0.912832E-27   0.429449E-25   0.119153E-26  -0.920665E-27   0.429426E-25   0.119147E-26  -0.920616E-27   0.429403E-25   0.119910E-26  -0.920566E-27
  94   0.209930E+03   0.429597E-25   0.119519E-26  -0.913316E-27   0.429606E-25   0.119410E-26  -0.913883E-27   0.429603E-25   0.119409E-26  -0.913878E-27   0.429601E-25   0.119409E-26  -0.913873E-27
  95   0.314896E+03   0.433837E-25   0.121201E-26  -0.924222E-27   0.433892E-25   0.120386E-26  -0.930190E-27   0.433868E-25   0.121158E-26  -0.930140E-27   0.433844E-25   0.120611E-26  -0.922677E-27
  96   0.472343E+03   0.437088E-25   0.120489E-26  -0.937041E-27   0.437041E-25   0.121282E-26  -0.936715E-27   0.437020E-25   0.121471E-26  -0.929654E-27   0.437017E-25   0.121470E-26  -0.929649E-27
  97   0.708515E+03   0.437903E-25   0.121716E-26  -0.931534E-27   0.437901E-25   0.121716E-26  -0.931530E-27   0.437899E-25   0.121715E-26  -0.931525E-27   0.437897E-25   0.121714E-26  -0.931520E-27
